candidate_family_id,n_images,median_simbad_zspec,max_pair_color_rms,max_pair_separation_arcsec,median_reliability,min_reliability,simbad_system_hint,method,specz_tol,color_rms_max,max_separation_arcsec,reliability_floor,reliability_ceil,min_common_colors,require_simbad_system_hint
900001,2,0.7101500000000001,0.07625286879849127,37.23848595598659,0.9545777115895225,0.9545776020989221,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900002,2,0.65,0.17846895154806852,119.09208690407196,0.8215230767741928,0.8215226436248266,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900003,2,1.09355,0.01507204918604819,109.9397631348954,0.8525230155112165,0.8525198368771866,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900004,3,1.37,0.24621704517220847,99.54448016774094,0.6758175627639343,0.6222233008911295,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900005,3,2.2982,0.06745862929727045,42.60079868750374,0.9587723881209034,0.9556569641400716,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900006,2,4.189,0.23199482752854553,81.65996881102758,0.8295110887891057,0.8225174665836609,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900007,4,2.3343,0.23980443420976738,93.8188107076261,0.7761087881044165,0.6844876268099642,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900008,2,2.2510000000000003,0.12939410084441147,109.23371473820593,0.8274913293667723,0.8274910797109453,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900009,2,1.8578999999999999,0.23501170183631295,34.329915777086065,0.7845757907431183,0.7845757844802417,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900010,3,2.92,0.1740641644145427,89.03301639735835,0.8168473658871677,0.7106550726489962,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900011,2,1.8491499999999998,0.0486278383918783,0.8488160687558016,0.9751898859671856,0.9751898859653623,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900012,2,3.29304,0.043905200906803124,52.0483988643467,0.9546709775071422,0.9546708333527598,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900013,3,1.8791,0.08555894654174592,116.00267151831409,0.8974148502357295,0.527409938032111,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900014,2,1.066,0.13419078458175343,32.43651850095082,0.8706011649013136,0.8706011395855311,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900015,8,0.7354,0.24985128910347218,102.9659539111152,0.7907400584263238,0.3520082683809312,240338,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900016,4,1.62336,0.16697953966479454,68.5090627356092,0.8869136412760515,0.8718063383144216,240338,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900017,2,0.56155,0.24461602564018534,82.48490138125497,0.7912961280381334,0.7912952312905345,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900018,2,3.2392950000000003,0.0869528607925002,12.396161971353822,0.9658728246644062,0.9647187091230596,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900019,2,1.8495,0.18731524230558555,104.26997178289487,0.8349606704365435,0.8349581615458126,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900020,2,1.113855,0.10158083808803076,53.74597962769308,0.9227174390005832,0.9227173439153771,240404,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900021,2,2.3628,0.22883436513484434,102.41194192249425,0.7440963605447024,0.7440938198575653,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900022,2,0.539,0.09426558226627563,94.28435581438704,0.8790217924071926,0.879020958461158,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900023,5,1.89568,0.24858264889837625,110.23240730941995,0.7671493306965249,0.28627929264455887,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900024,2,1.2321,0.09410100955887787,4.887183174598353,0.9618424791285287,0.9618424787944703,240514,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900025,2,3.08297,0.1845390654215707,78.13781315995416,0.8730508343581909,0.8730503339273085,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900026,2,1.67425,0.09510783353646696,45.45529199516157,0.8937936421370212,0.8937933940020231,240453,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900027,2,0.8358749999999999,0.13364567582479714,108.2050008532968,0.7809280376027687,0.7809261644012907,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900028,2,2.4669600000000003,0.23064366455638916,82.09509682246093,0.7487241793734905,0.7487241288078565,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900029,3,0.7655,0.15730861387730882,117.7686334556543,0.8188522964818125,0.5372678225693761,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900030,2,2.262825,0.12537277748113101,99.11831109715757,0.8775370051414828,0.8775341013593849,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900031,3,0.901,0.09339878657313122,109.52910445676005,0.7040764710201598,0.5924153446736289,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900032,2,1.615325,0.05051237472144821,88.5898412148554,0.9125065105532435,0.9125043582742344,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900033,3,0.67,0.17417232845661854,13.351729115561003,0.8765912414169285,0.8655639225324598,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900034,2,1.6351499999999999,0.019109334542747557,40.32543366478822,0.905673132776196,0.9056729317228083,240427,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900035,3,1.964,0.17741476826915975,79.54601877314904,0.8653395351630674,0.8268411473914754,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
